Description	Resource	Path	Location	Type
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Motor.c	/Mega_Project/HAL/Motors	line 83	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Motor.c	/Mega_Project/HAL/Motors	line 93	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Motor.c	/Mega_Project/HAL/Motors	line 94	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Motor.c	/Mega_Project/HAL/Motors	line 95	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Motor.c	/Mega_Project/HAL/Motors	line 96	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Motor.c	/Mega_Project/HAL/Motors	line 98	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Motor.c	/Mega_Project/HAL/Motors	line 99	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Motor.c	/Mega_Project/HAL/Motors	line 110	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Motor.c	/Mega_Project/HAL/Motors	line 111	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Motor.c	/Mega_Project/HAL/Motors	line 112	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Motor.c	/Mega_Project/HAL/Motors	line 113	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Motor.c	/Mega_Project/HAL/Motors	line 115	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Motor.c	/Mega_Project/HAL/Motors	line 116	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Motor.c	/Mega_Project/HAL/Motors	line 125	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Motor.c	/Mega_Project/HAL/Motors	line 126	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Motor.c	/Mega_Project/HAL/Motors	line 127	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Motor.c	/Mega_Project/HAL/Motors	line 128	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Motor.c	/Mega_Project/HAL/Motors	line 130	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Motor.c	/Mega_Project/HAL/Motors	line 131	C/C++ Problem
(MISRA-C:2004 16.4/R) The identifiers used in the declaration and definition of a function shall be identical	Motor.c	/Mega_Project/HAL/Motors	line 146	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Motor.c	/Mega_Project/HAL/Motors	line 150	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Motor.c	/Mega_Project/HAL/Motors	line 155	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Motor.c	/Mega_Project/HAL/Motors	line 49	C/C++ Problem
(MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Ultrasonic.c	/Mega_Project/HAL/Ultrasonic	line 117	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD.c	/Mega_Project/HAL/LCD	line 204	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Ultrasonic.c	/Mega_Project/HAL/Ultrasonic	line 67	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Ultrasonic.c	/Mega_Project/HAL/Ultrasonic	line 68	C/C++ Problem
(MISRA-C:2004 16.9/R) A function identifier shall only be used with either a preceding &, or with a parenthesised parameter list, which may be empty (function "Ultrasonic_vidMeasureDistance")	Ultrasonic.c	/Mega_Project/HAL/Ultrasonic	line 71	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Ultrasonic.c	/Mega_Project/HAL/Ultrasonic	line 72	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Ultrasonic.c	/Mega_Project/HAL/Ultrasonic	line 83	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Ultrasonic.c	/Mega_Project/HAL/Ultrasonic	line 85	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD.c	/Mega_Project/HAL/LCD	line 203	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD.c	/Mega_Project/HAL/LCD	line 192	C/C++ Problem
(MISRA-C:2004 14.3/R) Before preprocessing, a null statement shall only occur on a line by itself; it may be followed by a comment provided that the first character following the null statement is a white-space character	Ultrasonic.c	/Mega_Project/HAL/Ultrasonic	line 104	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD.c	/Mega_Project/HAL/LCD	line 131	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD.c	/Mega_Project/HAL/LCD	line 129	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD.c	/Mega_Project/HAL/LCD	line 124	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD.c	/Mega_Project/HAL/LCD	line 122	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD.c	/Mega_Project/HAL/LCD	line 108	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 45	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	ADC.c	/Mega_Project/MCAL/ADC	line 45	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD.c	/Mega_Project/HAL/LCD	line 106	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 46	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	ADC.c	/Mega_Project/MCAL/ADC	line 46	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD.c	/Mega_Project/HAL/LCD	line 101	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 57	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	ADC.c	/Mega_Project/MCAL/ADC	line 57	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD.c	/Mega_Project/HAL/LCD	line 100	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 58	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	ADC.c	/Mega_Project/MCAL/ADC	line 58	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD.c	/Mega_Project/HAL/LCD	line 87	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 61	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	ADC.c	/Mega_Project/MCAL/ADC	line 61	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD.c	/Mega_Project/HAL/LCD	line 86	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 62	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	ADC.c	/Mega_Project/MCAL/ADC	line 62	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD.c	/Mega_Project/HAL/LCD	line 84	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 63	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	ADC.c	/Mega_Project/MCAL/ADC	line 63	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD.c	/Mega_Project/HAL/LCD	line 83	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 68	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	ADC.c	/Mega_Project/MCAL/ADC	line 68	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD.c	/Mega_Project/HAL/LCD	line 81	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 69	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	ADC.c	/Mega_Project/MCAL/ADC	line 69	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD.c	/Mega_Project/HAL/LCD	line 80	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 70	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	ADC.c	/Mega_Project/MCAL/ADC	line 70	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD.c	/Mega_Project/HAL/LCD	line 78	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 72	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	ADC.c	/Mega_Project/MCAL/ADC	line 72	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD.c	/Mega_Project/HAL/LCD	line 77	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 73	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	ADC.c	/Mega_Project/MCAL/ADC	line 73	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD.c	/Mega_Project/HAL/LCD	line 75	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 74	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD.c	/Mega_Project/HAL/LCD	line 73	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 75	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	ADC.c	/Mega_Project/MCAL/ADC	line 75	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD.c	/Mega_Project/HAL/LCD	line 72	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 76	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	ADC.c	/Mega_Project/MCAL/ADC	line 76	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD.c	/Mega_Project/HAL/LCD	line 70	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 77	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	ADC.c	/Mega_Project/MCAL/ADC	line 77	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD.c	/Mega_Project/HAL/LCD	line 69	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 82	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	ADC.c	/Mega_Project/MCAL/ADC	line 82	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD.c	/Mega_Project/HAL/LCD	line 68	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 83	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	ADC.c	/Mega_Project/MCAL/ADC	line 83	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD.c	/Mega_Project/HAL/LCD	line 67	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 84	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	ADC.c	/Mega_Project/MCAL/ADC	line 84	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD.c	/Mega_Project/HAL/LCD	line 64	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 86	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	ADC.c	/Mega_Project/MCAL/ADC	line 86	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD.c	/Mega_Project/HAL/LCD	line 63	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 87	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	ADC.c	/Mega_Project/MCAL/ADC	line 87	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD.c	/Mega_Project/HAL/LCD	line 61	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 88	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD.c	/Mega_Project/HAL/LCD	line 60	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 89	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	ADC.c	/Mega_Project/MCAL/ADC	line 89	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD.c	/Mega_Project/HAL/LCD	line 59	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 90	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	ADC.c	/Mega_Project/MCAL/ADC	line 90	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD.c	/Mega_Project/HAL/LCD	line 58	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 91	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	ADC.c	/Mega_Project/MCAL/ADC	line 91	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD.c	/Mega_Project/HAL/LCD	line 56	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 96	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	ADC.c	/Mega_Project/MCAL/ADC	line 96	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD.c	/Mega_Project/HAL/LCD	line 55	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 97	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	ADC.c	/Mega_Project/MCAL/ADC	line 97	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Button.c	/Mega_Project/HAL/Button	line 23	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 98	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	ADC.c	/Mega_Project/MCAL/ADC	line 98	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Button.c	/Mega_Project/HAL/Button	line 22	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 100	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	ADC.c	/Mega_Project/MCAL/ADC	line 100	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Button.c	/Mega_Project/HAL/Button	line 21	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 101	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Button.c	/Mega_Project/HAL/Button	line 19	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 102	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Button.c	/Mega_Project/HAL/Button	line 18	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 103	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	ADC.c	/Mega_Project/MCAL/ADC	line 103	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Button.c	/Mega_Project/HAL/Button	line 17	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 104	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	ADC.c	/Mega_Project/MCAL/ADC	line 104	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Button.c	/Mega_Project/HAL/Button	line 16	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 105	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	ADC.c	/Mega_Project/MCAL/ADC	line 105	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Button.c	/Mega_Project/HAL/Button	line 15	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 106	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	ADC.c	/Mega_Project/MCAL/ADC	line 106	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	LCD.c	/Mega_Project/HAL/LCD	line 227	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 129	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	ADC.c	/Mega_Project/MCAL/ADC	line 129	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	LCD.c	/Mega_Project/HAL/LCD	line 187	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 130	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	ADC.c	/Mega_Project/MCAL/ADC	line 130	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	LCD.c	/Mega_Project/HAL/LCD	line 183	C/C++ Problem
(MISRA-C:2004 12.6/A) The operands of logical operators (&&, || and !) should be effectively Boolean	ADC.c	/Mega_Project/MCAL/ADC	line 130	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 131	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	LCD.c	/Mega_Project/HAL/LCD	line 127	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 132	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	ADC.c	/Mega_Project/MCAL/ADC	line 132	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	LCD.c	/Mega_Project/HAL/LCD	line 104	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 136	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	ADC.c	/Mega_Project/MCAL/ADC	line 136	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	Button.c	/Mega_Project/HAL/Button	line 29	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 137	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	ADC.c	/Mega_Project/MCAL/ADC	line 137	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	ADC.c	/Mega_Project/MCAL/ADC	line 131	C/C++ Problem
(MISRA-C:2004 12.6/A) The operands of logical operators (&&, || and !) should be effectively Boolean	ADC.c	/Mega_Project/MCAL/ADC	line 137	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 138	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	ADC.c	/Mega_Project/MCAL/ADC	line 138	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/Mega_Project/MCAL/ADC	line 139	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	ADC.c	/Mega_Project/MCAL/ADC	line 139	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	tasks.c	/Mega_Project/APP	line 209	C/C++ Problem
